SEX_clean,EDUCATION_clean,MARRIAGE_clean,age_group,limit_group,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,max_delay,avg_delay,recent_delay,late_payment_count,severe_delay_count,is_ever_late,total_bill,avg_bill,max_bill,bill_std,bill_trend,total_payment,avg_payment,max_payment,payment_std,payment_trend,payment_ratio,credit_utilization,bill_to_limit_ratio,payment_to_limit_ratio,recent_pay_to_bill_ratio,actual_default,predicted_default,default_probability,actual_label,predicted_label
Male,High School,Single,20-30,Low,50000.0,30,0,0,0,0,0,0,46860.0,48581.0,48968.0,18949.0,19181.0,20245.0,2500.0,1700.0,1600.0,811.0,2000.0,0.0,0,0.0,0,0,0,0,202784.0,33797.333333333336,48968.0,15729.686133762067,26615.0,8611.0,1435.1666666666667,2500.0,894.3713807287589,2500.0,0.04246390247730361,0.6759466666531477,4.055679999918886,0.1722199999965556,0.053350405461943015,0,0,0.3510335193859193,Tidak Default,Tidak Default
Female,High School,Married,31-40,Medium,70000.0,35,3,2,2,2,0,0,69852.0,67531.0,28650.0,27590.0,27850.0,28085.0,0.0,2708.0,0.0,1010.0,1013.0,2000.0,3,1.5,3,4,4,1,249558.0,41593.0,69852.0,21006.152889094185,41767.0,6731.0,1121.8333333333333,2708.0,1079.673361098933,-2000.0,0.026971685940635155,0.594185714277226,3.565114285663356,0.09615714285576919,0.0,1,1,0.8934785586490067,Default,Default
Male,Graduate School,Single,31-40,Medium,60000.0,31,1,-1,0,0,0,0,0.0,1012.0,22760.0,17032.0,6808.0,8741.0,1012.0,22066.0,5032.0,1565.0,8500.0,5205.0,1,0.16666666666666666,1,1,0,1,56353.0,9392.166666666666,22760.0,8973.382247885502,-8741.0,43380.0,7230.0,22066.0,7764.114553508339,-4193.0,0.7697904281800474,0.15653611110850216,0.939216666651013,0.72299999998795,1012000000.0,1,0,0.40424225025252886,Default,Tidak Default
Female,High School,Married,31-40,High,210000.0,37,-2,-2,-2,-2,-2,-2,138398.0,109115.0,101912.0,62959.0,60767.0,41150.0,5000.0,5000.0,2500.0,2800.0,2000.0,0.0,0,0.0,0,0,0,0,514301.0,85716.83333333333,138398.0,36637.90043884429,97248.0,17300.0,2883.3333333333335,5000.0,1908.3151381956457,5000.0,0.033637889096008684,0.4081753968234531,2.4490523809407185,0.08238095238056009,0.03612768970623761,0,0,0.23596788096335386,Tidak Default,Tidak Default
Male,Graduate School,Single,20-30,Low,50000.0,29,-1,0,0,2,0,0,20258.0,22932.0,22265.0,23896.0,26514.0,28073.0,3000.0,0.0,2000.0,3000.0,2000.0,1500.0,2,0.3333333333333333,0,1,1,1,143938.0,23989.666666666668,28073.0,2866.1163037578685,-7815.0,11500.0,1916.6666666666667,3000.0,1114.300976696452,1500.0,0.07989551056649463,0.47979333332373747,2.878759999942425,0.2299999999954,0.1480896435902809,0,0,0.557120149653742,Tidak Default,Tidak Default
Female,Graduate School,Single,31-40,Very High,500000.0,35,0,0,0,0,0,0,12590.0,13598.0,14650.0,15559.0,14861.0,15173.0,1225.0,1277.0,1186.0,478.0,496.0,509.0,0,0.0,0,0,0,0,86431.0,14405.166666666666,15559.0,1107.6980485072033,-2583.0,5171.0,861.8333333333334,1277.0,403.7303142775715,716.0,0.059828070946074584,0.02881033333327571,0.17286199999965426,0.010341999999979316,0.0972994439954488,0,0,0.26498787263999224,Tidak Default,Tidak Default
Female,Graduate School,Married,51-60,Medium,80000.0,52,0,0,0,0,0,0,34243.0,35240.0,36275.0,37290.0,38030.0,38838.0,1570.0,1605.0,1620.0,1360.0,1420.0,1500.0,0,0.0,0,0,0,0,219916.0,36652.666666666664,38838.0,1733.417164639449,-4595.0,9075.0,1512.5,1620.0,105.24970308746718,70.0,0.04126575601574571,0.45815833332760636,2.7489499999656384,0.11343749999858205,0.04584878661198351,0,0,0.26774588596442217,Tidak Default,Tidak Default
Female,Graduate School,Single,20-30,High,230000.0,27,0,0,0,0,0,0,70327.0,66310.0,54176.0,42944.0,40391.0,35820.0,2963.0,1941.0,1534.0,1532.0,1565.0,1330.0,0,0.0,0,0,0,0,309968.0,51661.333333333336,70327.0,14305.762834140189,34507.0,10865.0,1810.8333333333333,2963.0,598.4063558040361,1633.0,0.035052005368183,0.2246144927526466,1.3476869565158796,0.04723913043457722,0.04213175593950927,0,0,0.21563567824084062,Tidak Default,Tidak Default
Female,University,Others/Unknown,41-50,Low,30000.0,41,1,-1,0,0,-1,0,8247.0,16463.0,7090.0,10000.0,18438.0,17068.0,16463.0,1314.0,10000.0,18438.0,733.0,11796.0,1,0.16666666666666666,1,1,0,1,77306.0,12884.333333333334,18438.0,4991.025412344307,-8821.0,58744.0,9790.666666666666,18438.0,7446.566877875111,4667.0,0.7598892711980973,0.42947777776346185,2.576866666580771,1.9581333332680622,1.9962410571121327,0,0,0.3989506751969375,Tidak Default,Tidak Default
Male,University,Single,31-40,Medium,80000.0,32,-1,-1,-1,-1,-1,-1,2976.0,13384.0,2255.0,1830.0,2647.0,11083.0,13424.0,2267.0,1835.0,2655.0,11116.0,4020.0,0,0.0,0,0,0,0,34175.0,5695.833333333333,13384.0,5130.425924488791,-8107.0,35317.0,5886.166666666667,13424.0,5051.800131306331,9404.0,1.0334162399112388,0.0711979166657767,0.4271874999946602,0.4414624999944818,4.510752686656334,0,0,0.26149427206844045,Tidak Default,Tidak Default
Female,University,Single,20-30,High,160000.0,25,1,-1,0,0,0,-2,0.0,1000.0,2043.0,3133.0,0.0,0.0,1000.0,1043.0,1133.0,0.0,0.0,7482.0,1,0.16666666666666666,1,1,0,1,6176.0,1029.3333333333333,3133.0,1313.953981944066,0.0,10658.0,1776.3333333333333,7482.0,2843.2270867214716,-6482.0,1.7257124349537383,0.006433333333293124,0.03859999999975875,0.06661249999958367,1000000000.0,1,0,0.49882414285615045,Default,Tidak Default
Female,University,Single,20-30,Low,20000.0,25,2,2,2,2,0,0,17496.0,16923.0,20319.0,19543.0,19534.0,19320.0,0.0,4000.0,0.0,391.0,386.0,249.0,2,1.3333333333333333,2,4,4,1,113135.0,18855.833333333332,20319.0,1332.1716731212487,-1824.0,5026.0,837.6666666666666,4000.0,1559.0872543468074,-249.0,0.044424802227034745,0.942791666619527,5.656749999717162,0.251299999987435,0.0,0,1,0.9009465052862774,Tidak Default,Default
Female,University,Single,20-30,Medium,100000.0,29,0,0,0,0,0,0,75012.0,77784.0,73535.0,72067.0,59495.0,56850.0,4000.0,3105.0,4069.0,3000.0,2500.0,2000.0,0,0.0,0,0,0,0,414743.0,69123.83333333333,77784.0,8730.991133122669,18162.0,18674.0,3112.3333333333335,4069.0,815.8521107815232,2000.0,0.04502547360643814,0.6912383333264209,4.147429999958526,0.18673999999813262,0.05332480136440404,0,0,0.28186769516660665,Tidak Default,Tidak Default
Male,University,Single,31-40,Low,20000.0,35,0,0,0,3,7,6,6855.0,11392.0,15863.0,20581.0,20298.0,19424.0,5000.0,5000.0,5000.0,0.0,0.0,1000.0,7,2.6666666666666665,0,3,3,1,94413.0,15735.5,20581.0,5579.3518888845865,-12569.0,16000.0,2666.6666666666665,5000.0,2581.9888974716114,4000.0,0.1694681876418558,0.7867749999606612,4.7206499997639675,0.79999999996,0.7293946023735384,1,1,0.6822199719537483,Default,Default
Female,Graduate School,Single,31-40,High,200000.0,40,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.16666666666666666,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.6856290134702258,Default,Default
Male,High School,Married,41-50,Medium,70000.0,46,0,0,0,0,2,2,24345.0,25349.0,26694.0,28935.0,28174.0,30061.0,1414.0,1759.0,3000.0,0.0,2500.0,0.0,2,0.6666666666666666,0,2,2,1,163558.0,27259.666666666668,30061.0,2188.8866271843926,-5716.0,8673.0,1445.5,3000.0,1249.5323525223348,1414.0,0.053027060736539774,0.3894238095182464,2.336542857109478,0.12389999999823001,0.05808174162833922,0,1,0.6438859817114674,Tidak Default,Default
Male,University,Single,20-30,Low,30000.0,24,1,2,-1,-1,-1,-1,2706.0,1261.0,390.0,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,780.0,2,0.5,1,2,1,1,5527.0,921.1666666666666,2706.0,941.2405466546087,2316.0,2340.0,390.0,780.0,246.6576574931336,-780.0,0.42337615335202167,0.030705555554532034,0.18423333332719222,0.0779999999974,0.0,0,1,0.6896642048096421,Tidak Default,Default
Female,Others/Unknown,Single,41-50,Very High,260000.0,42,-1,-1,-1,-1,-1,-1,399.0,2101.0,577.0,0.0,200.0,0.0,2101.0,577.0,0.0,200.0,0.0,664.0,0,0.0,0,0,0,0,3277.0,546.1666666666666,2101.0,794.5492852345075,399.0,3542.0,590.3333333333334,2101.0,792.094102153694,1437.0,1.080866645993022,0.002100641025632946,0.012603846153797678,0.013623076923024526,5.265664147203849,0,0,0.384602710797167,Tidak Default,Tidak Default
Female,High School,Married,20-30,Medium,80000.0,24,-1,-1,-1,2,-1,-1,754.0,-69.0,3330.0,2699.0,1853.0,184.0,0.0,3399.0,0.0,1853.0,184.0,1350.0,2,0.3333333333333333,0,1,1,1,8751.0,1458.5,3330.0,1389.309864645033,570.0,6786.0,1131.0,3399.0,1354.1196402090918,-1350.0,0.775454233713238,0.01823124999977211,0.10938749999863266,0.08482499999893969,0.0,0,0,0.5921380048122303,Tidak Default,Tidak Default
Male,University,Married,31-40,High,180000.0,40,1,2,0,0,0,0,172584.0,167622.0,130083.0,64398.0,62277.0,58216.0,1000.0,4052.0,2293.0,2295.0,2400.0,2110.0,2,0.5,1,2,1,1,655180.0,109196.66666666667,172584.0,54175.855417950406,114368.0,14150.0,2358.3333333333335,4052.0,978.2904817418324,-1110.0,0.021597118349122993,0.6066481481447779,3.639888888868667,0.07861111111067438,0.005794279886862082,0,1,0.639822312787914,Tidak Default,Default
Female,Graduate School,Single,20-30,High,150000.0,30,0,0,2,0,0,2,44795.0,43700.0,19543.0,34648.0,24241.0,19339.0,10000.0,20.0,30000.0,19800.0,0.0,5000.0,2,0.6666666666666666,0,2,2,1,186266.0,31044.333333333332,44795.0,11643.14379652964,25456.0,64820.0,10803.333333333334,30000.0,11973.039157484896,5000.0,0.34799695059566427,0.20696222222084246,1.2417733333250547,0.4321333333304524,0.22323920079867754,1,0,0.4872875675701223,Default,Tidak Default
Female,High School,Single,20-30,High,210000.0,28,-1,-1,-2,-1,-1,-1,1082.0,0.0,0.0,232.0,0.0,150.0,0.0,0.0,232.0,0.0,150.0,81.0,0,0.0,0,0,0,0,1464.0,244.0,1082.0,421.86064049636104,932.0,463.0,77.16666666666667,232.0,97.11522366069423,-81.0,0.31625683038507046,0.0011619047618992289,0.006971428571395374,0.0022047619047514057,0.0,0,0,0.3917664036563634,Tidak Default,Tidak Default
Female,Graduate School,Single,20-30,High,150000.0,24,1,-1,-1,-1,-1,2,-200.0,200.0,200.0,200.0,550.0,550.0,600.0,200.0,200.0,550.0,200.0,0.0,2,0.5,1,2,1,1,1500.0,250.0,550.0,279.28480087537883,-750.0,1750.0,291.6666666666667,600.0,233.27380192954945,600.0,1.166666665888889,0.0016666666666555554,0.009999999999933333,0.01166666666658889,2.999999985,0,0,0.5788457782309482,Tidak Default,Tidak Default
Male,Graduate School,Single,20-30,Medium,60000.0,28,-1,0,0,0,0,0,40784.0,41723.0,42665.0,43254.0,43757.0,44378.0,2001.0,2001.0,1690.0,1501.0,1617.0,1502.0,0,0.0,0,0,0,0,256561.0,42760.166666666664,44378.0,1330.0329945782048,-3594.0,10312.0,1718.6666666666667,2001.0,230.17616441905244,499.0,0.04019317043494454,0.7126694444325665,4.2760166665954,0.1718666666638022,0.0490633581784753,0,0,0.33793262329863083,Tidak Default,Tidak Default
Female,Graduate School,Married,31-40,Medium,120000.0,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.16666666666666666,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.682899145919902,Tidak Default,Default
Male,High School,Married,51-60,Medium,80000.0,60,0,0,0,0,0,0,68085.0,70604.0,26890.0,27450.0,27634.0,28216.0,10000.0,1500.0,1000.0,1100.0,1041.0,1500.0,0,0.0,0,0,0,0,248879.0,41479.833333333336,70604.0,21602.721184301452,39869.0,16141.0,2690.1666666666665,10000.0,3588.0830768903147,8500.0,0.06485480896313126,0.5184979166601855,3.110987499961113,0.20176249999747797,0.14687522949038886,0,0,0.26719648303070426,Tidak Default,Tidak Default
Male,University,Married,31-40,Medium,80000.0,37,2,2,2,2,2,2,58024.0,59300.0,59831.0,60554.0,61938.0,63269.0,2800.0,2100.0,2300.0,2500.0,2500.0,500.0,2,2.0,2,6,6,1,362916.0,60486.0,63269.0,1884.4140733925758,-5245.0,12700.0,2116.6666666666665,2800.0,825.6310717667225,2300.0,0.03499432375526294,0.7560749999905492,4.536449999943295,0.15874999999801565,0.04825589411194926,1,1,0.9165637336617272,Default,Default
Male,University,Single,31-40,Low,50000.0,35,-1,-1,-1,-1,-1,0,780.0,0.0,390.0,390.0,28094.0,28263.0,0.0,390.0,390.0,28094.0,1011.0,965.0,0,0.0,0,0,0,0,57917.0,9652.833333333334,28263.0,14352.138912603468,-27483.0,30850.0,5141.666666666667,28094.0,11250.866325162106,-965.0,0.5326588048322141,0.19305666666280555,1.1583399999768331,0.61699999998766,0.0,0,0,0.2954620637385878,Tidak Default,Tidak Default
Male,University,Married,31-40,High,200000.0,33,0,0,0,0,0,0,110006.0,76950.0,63834.0,56768.0,58826.0,67577.0,5000.0,2183.0,2059.0,3000.0,9751.0,3000.0,0,0.0,0,0,0,0,433961.0,72326.83333333333,110006.0,19799.657577005382,42429.0,24993.0,4165.5,9751.0,2931.8468411566114,2000.0,0.05759273298739381,0.3616341666648585,2.169804999989151,0.12496499999937517,0.04545206625051859,0,0,0.21406580384090576,Tidak Default,Tidak Default
Male,Graduate School,Married,31-40,Medium,80000.0,36,0,0,0,0,0,-2,60110.0,51784.0,50071.0,47099.0,41063.0,6408.0,2186.0,1491.0,1099.0,1243.0,6408.0,6825.0,0,0.0,0,0,0,0,256535.0,42755.833333333336,60110.0,18863.08737631957,53702.0,19252.0,3208.6666666666665,6825.0,2669.2457861101266,-4639.0,0.07504628997963222,0.5344479166599861,3.2066874999599166,0.2406499999969919,0.036366661120672654,0,0,0.27234287858015016,Tidak Default,Tidak Default
Male,Graduate School,Single,31-40,Very High,350000.0,32,0,0,0,0,0,0,43356.0,14236.0,16991.0,18541.0,20075.0,20491.0,2000.0,3000.0,2000.0,2001.0,580.0,677.0,0,0.0,0,0,0,0,133690.0,22281.666666666668,43356.0,10572.794174988307,22865.0,10258.0,1709.6666666666667,3000.0,923.1434702507875,1323.0,0.07672974792372855,0.06366190476172287,0.3819714285703372,0.02930857142848769,0.0461297167624751,0,0,0.21506312427949245,Tidak Default,Tidak Default
Female,University,Single,20-30,Medium,140000.0,27,0,0,0,0,0,0,136899.0,139889.0,142460.0,142020.0,139879.0,140810.0,5200.0,6000.0,5500.0,5900.0,5200.0,5000.0,0,0.0,0,0,0,0,841957.0,140326.16666666666,142460.0,1989.6208097692052,-3911.0,32800.0,5466.666666666667,6000.0,408.248290463863,200.0,0.03895685884191359,1.0023297618976024,6.013978571385614,0.2342857142840408,0.03798420733505734,0,0,0.26562750697476134,Tidak Default,Tidak Default
Female,Graduate School,Single,31-40,High,230000.0,33,0,0,0,0,0,0,38646.0,40000.0,41354.0,42368.0,43161.0,45056.0,2000.0,2000.0,2000.0,1800.0,2600.0,2000.0,0,0.0,0,0,0,0,250585.0,41764.166666666664,45056.0,2287.1558247453686,-6410.0,12400.0,2066.6666666666665,2600.0,273.2520204255893,0.0,0.04948420695552613,0.1815833333325438,1.089499999995263,0.053913043478026466,0.05175179837365441,0,0,0.21144649828270665,Tidak Default,Tidak Default
Male,High School,Single,20-30,Low,20000.0,28,1,2,0,0,0,0,5653.0,5419.0,6365.0,6608.0,7001.0,7233.0,0.0,1200.0,350.0,500.0,500.0,300.0,2,0.5,1,2,1,1,38279.0,6379.833333333333,7233.0,723.5342194165157,-1580.0,2850.0,475.0,1200.0,399.6873778342268,-300.0,0.07445335562385502,0.31899166665071704,1.9139499999043024,0.142499999992875,0.0,1,1,0.7259993328584067,Default,Default
Male,University,Married,31-40,High,170000.0,40,0,0,0,2,2,2,148211.0,149659.0,155442.0,162471.0,158294.0,166836.0,5400.0,8200.0,11400.0,0.0,10800.0,0.0,2,1.0,0,3,3,1,940913.0,156818.83333333334,166836.0,7234.921020071101,-18625.0,35800.0,5966.666666666667,11400.0,5087.107888247178,5400.0,0.03804815110425932,0.9224637254847698,5.534782352908619,0.21058823529287887,0.036434542645036906,0,1,0.6344332689660337,Tidak Default,Default
Male,Graduate School,Single,41-50,High,210000.0,48,-2,-2,-2,-2,-2,-2,0.0,570.0,0.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,570.0,95.0,570.0,232.70152556440192,0.0,570.0,95.0,570.0,232.70152556440192,570.0,0.999999998245614,0.00045238095237879817,0.0027142857142727892,0.0027142857142727892,570000000.0,0,0,0.3216054541219482,Tidak Default,Tidak Default
Female,Graduate School,Single,31-40,Very High,420000.0,36,0,0,0,0,0,-1,20326.0,21629.0,22354.0,23150.0,0.0,15235.0,1479.0,1204.0,1000.0,0.0,15235.0,242.0,0,0.0,0,0,0,0,102694.0,17115.666666666668,23150.0,8843.219835934571,5091.0,19160.0,3193.3333333333335,15235.0,5926.492712107783,1237.0,0.18657370440155635,0.040751587301490276,0.24450952380894164,0.045619047618939,0.07276394764967214,0,0,0.21685642112778278,Tidak Default,Tidak Default
Female,University,Single,20-30,Medium,60000.0,26,2,2,2,2,2,0,56685.0,55208.0,59175.0,60218.0,55447.0,55305.0,0.0,5000.0,2511.0,6.0,3000.0,3000.0,2,1.6666666666666667,2,5,5,1,342038.0,57006.333333333336,60218.0,2176.291861554113,1380.0,13517.0,2252.8333333333335,5000.0,1941.834639372433,-3000.0,0.039519000812659646,0.9501055555397205,5.700633333238323,0.22528333332957862,0.0,0,1,0.8951375393003279,Tidak Default,Default
Female,University,Married,41-50,High,210000.0,43,0,0,0,0,2,0,80527.0,82332.0,84043.0,88508.0,85802.0,85280.0,4000.0,4000.0,7000.0,0.0,3500.0,7000.0,2,0.3333333333333333,0,1,1,1,506492.0,84415.33333333333,88508.0,2793.5088807209236,-4753.0,25500.0,4250.0,7000.0,2602.883016964074,-3000.0,0.050346303594034365,0.4019777777758636,2.4118666666551816,0.1214285714279932,0.049672780557456844,0,0,0.49212396469877995,Tidak Default,Tidak Default
Female,Graduate School,Single,20-30,High,230000.0,28,-1,0,0,0,0,0,48144.0,51966.0,44477.0,39998.0,23278.0,27775.0,12000.0,2353.0,5000.0,0.0,8000.0,643.0,0,0.0,0,0,0,0,235638.0,39273.0,51966.0,11449.525405011336,20369.0,27996.0,4666.0,12000.0,4654.475738469371,11357.0,0.11880936011968014,0.17075217391230108,1.0245130434738063,0.12172173912990555,0.24925224326501222,0,0,0.20414870533117077,Tidak Default,Tidak Default
Female,High School,Married,60+,Medium,60000.0,61,0,0,0,0,0,0,28208.0,29230.0,30739.0,30841.0,28069.0,27941.0,1495.0,2004.0,2009.0,1211.0,2000.0,1201.0,0,0.0,0,0,0,0,175028.0,29171.333333333332,30841.0,1334.5918726961688,267.0,9920.0,1653.3333333333333,2009.0,398.74235624857647,294.0,0.05667664602202689,0.4861888888807857,2.9171333332847142,0.1653333333305778,0.05299914917565942,0,0,0.2734130877223068,Tidak Default,Tidak Default
Male,High School,Married,51-60,Low,50000.0,52,1,2,0,0,0,0,32119.0,29498.0,26196.0,23806.0,16818.0,14438.0,0.0,6900.0,0.0,0.0,0.0,0.0,2,0.5,1,2,1,1,142875.0,23812.5,32119.0,6982.954210074701,17681.0,6900.0,1150.0,6900.0,2816.913204200655,0.0,0.04829396325425516,0.476249999990475,2.85749999994285,0.13799999999724,0.0,1,1,0.6643390646263543,Default,Default
Female,University,Married,31-40,Medium,80000.0,31,0,0,-1,0,-1,-1,3601.0,-876.0,6440.0,2802.0,1290.0,4547.0,9.0,9242.0,0.0,1290.0,4547.0,1850.0,0,0.0,0,0,0,0,17804.0,2967.3333333333335,6440.0,2552.1868008957863,-946.0,16938.0,2823.0,9242.0,3559.7887577776296,-1841.0,0.9513592450600225,0.037091666666203026,0.22254999999721814,0.21172499999735345,0.0024993057477091627,1,0,0.31113828242276514,Default,Tidak Default
Male,High School,Married,41-50,Low,50000.0,46,0,0,0,0,0,0,62315.0,60180.0,58108.0,55774.0,53589.0,51345.0,2200.0,2200.0,2000.0,1967.0,2002.0,1727.0,0,0.0,0,0,0,0,341311.0,56885.166666666664,62315.0,4114.05373891332,10970.0,12096.0,2016.0,2200.0,175.54828395629505,473.0,0.03543981881616637,1.1377033333105793,6.826219999863476,0.2419199999951616,0.03530450132335225,0,0,0.4014868963114631,Tidak Default,Tidak Default
Male,Graduate School,Married,31-40,Very High,300000.0,38,-1,-1,-1,-1,-2,-2,706.0,195.0,504.0,-627.0,-918.0,-1209.0,200.0,600.0,0.0,0.0,0.0,1791.0,0,0.0,0,0,0,0,-1349.0,-224.83333333333334,706.0,798.0865658978771,1915.0,2591.0,431.8333333333333,1791.0,705.5212021382963,-1591.0,1.9206819852330006,-0.0007494444444419463,-0.004496666666651677,0.008636666666637878,0.28328611857891484,1,0,0.38208221471794107,Default,Tidak Default
Male,Graduate School,Married,41-50,High,190000.0,50,2,2,2,2,2,2,69518.0,71443.0,72413.0,73366.0,74830.0,76237.0,3500.0,2600.0,2600.0,2650.0,2650.0,3000.0,2,2.0,2,6,6,1,437807.0,72967.83333333333,76237.0,2401.997453509613,-6719.0,17000.0,2833.3333333333335,3500.0,360.0925806881706,500.0,0.038829895364763854,0.3840412280681541,2.304247368408925,0.0894736842100554,0.05034667280344161,1,1,0.9255483123474159,Default,Default
Male,Graduate School,Married,31-40,Very High,310000.0,39,-1,-1,-1,-1,-1,-1,16577.0,1361.0,2716.0,824.0,757.0,842.0,1361.0,3146.0,824.0,757.0,842.0,13436.0,0,0.0,0,0,0,0,23077.0,3846.1666666666665,16577.0,6280.5876609332245,15735.0,20366.0,3394.3333333333335,13436.0,5002.1541226422305,-12075.0,0.8825237248826744,0.012406989247271804,0.07444193548363083,0.06569677419333646,0.08210170717970068,0,0,0.2541773194870452,Tidak Default,Tidak Default
Female,University,Single,20-30,Low,30000.0,25,0,0,0,0,0,2,7204.0,7453.0,7098.0,10148.0,22070.0,23182.0,1200.0,1114.0,4000.0,13000.0,2000.0,0.0,2,0.3333333333333333,0,1,1,1,77155.0,12859.166666666666,23182.0,7657.014468228897,-15978.0,21314.0,3552.3333333333335,13000.0,4815.943590478056,1200.0,0.2762491089329759,0.4286388888746009,2.5718333332476053,0.7104666666429844,0.16657412546271874,0,0,0.515651832696493,Tidak Default,Tidak Default
Male,University,Single,20-30,High,200000.0,27,0,0,2,0,0,0,25334.0,26203.0,25652.0,25162.0,24995.0,23901.0,2204.0,1004.0,1004.0,1013.0,2018.0,4.0,2,0.3333333333333333,0,1,1,1,151247.0,25207.833333333332,26203.0,769.2555925481898,1433.0,7247.0,1207.8333333333333,2204.0,802.370093327678,2200.0,0.04791499996662469,0.12603916666603646,0.7562349999962188,0.03623499999981882,0.08699771058312948,0,0,0.5120662802485635,Tidak Default,Tidak Default
Female,University,Single,51-60,High,230000.0,51,0,0,0,0,0,0,213457.0,226037.0,213682.0,219016.0,172407.0,163690.0,17000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0.0,0,0,0,0,1208289.0,201381.5,226037.0,26367.252771193285,49767.0,67000.0,11166.666666666666,17000.0,2857.7380332470416,7000.0,0.055450310314787726,0.8755717391266279,5.253430434759768,0.2913043478248204,0.07964133291445283,0,0,0.3253164581318293,Tidak Default,Tidak Default
Male,University,Single,31-40,Low,30000.0,35,2,0,0,2,2,2,18915.0,20290.0,24727.0,24031.0,25579.0,25030.0,2000.0,5100.0,0.0,1949.0,0.0,912.0,2,1.3333333333333333,2,4,4,1,138572.0,23095.333333333332,25579.0,2785.4775293774437,-6115.0,9961.0,1660.1666666666667,5100.0,1902.8097557734632,1088.0,0.07188320872851742,0.7698444444187829,4.619066666512698,0.33203333332226553,0.10573618820482494,1,1,0.9001247818355343,Default,Default
Male,University,Single,31-40,High,180000.0,31,0,0,0,2,0,0,28566.0,32876.0,39120.0,38339.0,42679.0,46953.0,5000.0,7000.0,0.0,5000.0,5000.0,5000.0,2,0.3333333333333333,0,1,1,1,228533.0,38088.833333333336,46953.0,6612.517747928293,-18387.0,27000.0,4500.0,7000.0,2345.207879911715,0.0,0.11814486310459257,0.21160462962845406,1.2696277777707243,0.14999999999916666,0.17503325631257322,0,0,0.4912490443937037,Tidak Default,Tidak Default
Female,University,Single,31-40,Low,50000.0,39,0,0,-2,-2,-2,-2,20650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0,0.0,0,0,0,0,20650.0,3441.6666666666665,20650.0,8430.327198078769,20650.0,3000.0,500.0,3000.0,1224.744871391589,-3000.0,0.14527845035616085,0.06883333333195667,0.41299999999174,0.0599999999988,0.0,0,0,0.32992033765225093,Tidak Default,Tidak Default
Female,High School,Married,41-50,High,160000.0,48,0,0,2,0,0,0,153390.0,158421.0,152835.0,152638.0,142454.0,128895.0,15102.0,0.0,6000.0,5300.0,4784.0,4500.0,2,0.3333333333333333,0,1,1,1,888633.0,148105.5,158421.0,10753.882736016792,24495.0,35686.0,5947.666666666667,15102.0,4960.819031840071,10602.0,0.0401583105736112,0.9256593749942146,5.553956249965288,0.223037499998606,0.09845491883370197,0,0,0.5581853741327023,Tidak Default,Tidak Default
Female,University,Married,31-40,Low,30000.0,39,0,-1,-1,2,0,0,22215.0,18243.0,29013.0,28256.0,28979.0,31369.0,18243.0,11500.0,0.0,1177.0,3000.0,0.0,2,0.3333333333333333,0,1,1,1,158075.0,26345.833333333332,31369.0,5012.942785098057,-9154.0,33920.0,5653.333333333333,18243.0,7532.347726085584,18243.0,0.21458168590723023,0.8781944444151712,5.269166666491028,1.1306666666289777,0.8212018905774836,0,0,0.4459687669190687,Tidak Default,Tidak Default
Female,University,Single,20-30,High,180000.0,25,0,0,0,0,0,0,177633.0,139415.0,136942.0,114632.0,117808.0,120302.0,5203.0,30023.0,10024.0,10000.0,4458.0,5000.0,0,0.0,0,0,0,0,806732.0,134455.33333333334,177633.0,23518.11131589156,57331.0,64708.0,10784.666666666666,30023.0,9756.555409911158,203.0,0.0802100325757746,0.7469740740699242,4.481844444419545,0.35948888888689173,0.02929072863696897,0,0,0.24591935734361295,Tidak Default,Tidak Default
Female,Graduate School,Single,20-30,Low,50000.0,26,1,-1,-1,0,0,0,0.0,1950.0,2576.0,12576.0,22397.0,15944.0,1950.0,2576.0,10000.0,10000.0,685.0,612.0,1,0.16666666666666666,1,1,0,1,55443.0,9240.5,22397.0,9078.653595109794,-15944.0,25823.0,4303.833333333333,10000.0,4475.358238919725,1338.0,0.46575762493974426,0.1848099999963038,1.1088599999778228,0.5164599999896708,1950000000.0,0,0,0.43110318734201736,Tidak Default,Tidak Default
